attr_id,adj,label
A10LLZZHZVGWRW,0.45
A12O9P1OTMJOPW,1.0
A15XX0WDRG29E7,0.771
A19TL7AJ0FB1JG,0.4
A1AF5TUSLXSQD1,0.733
A1AR5OZLXIF9,0.7
A1AZV2XOQK7RSW,0.6
A1B14CS9DW7008,0.0
A1BW8BW8LB6ZPC,0.6
A1DSBBRZR3LWXP,1.0
A1E235KE3CSO7H,0.6
A1EBVJWBNNPUFU,0.8
A1EWWETFXX1U51,0.6
A1FGKIKJYSL1MI,0.778
A1FLEFIVFT809G,0.8
A1IL81UMEC9OJI,0.75
A1IXH2QLUU5BKZ,0.6
A1KBL9THQ1AGAR,0.8
A1NGXQMOBCXDC3,1.0
A1PC5HFTBIR2QA,0.733
A1PF01FF85HUY4,0.6
A1QR6I7UPY8XQJ,0.6
A1QSN98P7DOIPR,0.6
A1RUURPQJ14A8X,0.757
A1SKAGZXTWZW9D,0.8
A1TPCNI0K1EVYD,0.7
A1X1IRFYQZ40LD,1.0
A1ZGQC0J00M69W,0.738
A20I3A6VWC2T5C,0.631
A249LDVPG27XCE,0.8
A249M2F9FFNIK2,1.0
A24IF41IP6LT55,0.6
A277V4SHQB8JRS,1.0
A27FBMV6E4YO3T,0.6
A2BOXK0KVXGKPU,1.0
A2CLSASUR08Z0O,0.75
A2CMYWI1J292YJ,0.6
A2DC6TG86OSCRK,0.333
A2DK5ME7UK8GYG,1.0
A2GNG7DWHQA6ZZ,0.8
A2HR7ZIX42FEPG,0.714
A2HTN7HCNBQ8V4,0.738
A2I6ZS386UJVJE,1.0
A2KYOM2ZGYDJGT,0.84
A2LFVJ28A2J2PK,0.2
A2M5VW97GIYLHB,0.661
A2NGY0LAM66P0N,0.8
A2O762LZEZN3JC,0.6
A2OW2CIT4H7364,0.686
A2P791EA88YGSV,0.65
A2PJBSDDN22XIX,0.667
A2RCYLKY072XXO,0.5
A2S09R2TB55WBN,0.914
A2TZAXWOB3JMNV,0.6
A2U31V169A20GY,0.8
A2UF2FRGVW4T89,0.786
A2WTNZHRALOHX8,1.0
A2YKW761AK4ZGY,0.833
A2ZHBGPYUOFTZG,0.8
A2ZRF4I5RTKN7G,1.0
A314XJY8V1YL12,0.7
A31A4YKVSOYRVS,0.567
A31CNXHGR49DJR,0.88
A31FD3QCYZ28Q2,0.725
A31YZ8JR422KFR,0.8
A33B85TN97HQ33,0.757
A34488HCARTJ82,0.8
A34QZDSTKZ3JO9,0.6
A34RGSBBFQ6HI1,0.5
A3542PB4Z0NE80,0.6
A37CE37LHUN8M6,0.684
A390TAQDSFEBN9,0.5
A3B2YRXL26RPVH,0.6
A3CR9XJAL7U5JW,0.8
A3D46S3V9SYXTT,0.2
A3GCA0EZKHTJME,0.4
A3GNQDFPZALU92,0.6
A3GQ3N00IBM717,0.467
A3GS6QRW0NDZV9,0.714
A3GUJ6JD25FX7O,0.733
A3H0TLQC53H5MB,0.6
A3HHDPKL3O3O7Y,0.8
A3HII8DX9SINOU,0.7
A3I9XLIHPPWPN1,0.833
A3IR7DFEKLLLO,0.8
A3J2UG22S8BIW4,0.4
A3JT22BLG866CK,1.0
A3KA3A3M7LPMPA,0.655
A3KM6AF7CGASHJ,0.582
A3LKIY5BCZ2RS8,0.8
A3LN9BVLOWLYER,0.754
A3MA1SVP12F3DO,0.84
A3O4WYGKH31OX,0.4
A3P57IUDHUKNCE,0.757
A3RS7UCO7CQ74R,0.643
A3S8TUZ94SKSDC,1.0
A3T6Q7YJQXYZ2Z,0.6
A3VVR8NR3ED04C,0.81
A4W9APAHFWVLO,0.2
A7NZ814Q5MX2R,0.3
A8E99XNOTT390,0.8
A8HSPSD88CUTS,0.8
AA21VG9GOHM54,0.467
AD8FN7L0ZV67G,0.8
AEHONA1BIY9JB,0.8
AF4SO6NQC84U4,1.0
AHGM882UX7S4T,0.6
AI4AO0O0WIJF7,1.0
AIQT0DPRTXYYD,1.0
AJQGWGESKQT4Y,0.76
AMCJQTBCGX9R5,1.0
AMX5R6NLYNA2K,1.0
ANMD34DNHLOLC,0.65
AOBTFLJU2BEPR,0.679
AP37QQ9AABSY9,0.8
AP4903X7HCNBA,0.816
APGX2WZ59OWDN,0.68
AQACH1UKXRRIX,0.6
ARYYSG1HT2UDX,0.751
AUGRDUEDEUXUS,1.0
AVHZJ2HQJG3NB,0.8
AXY0D2AMLKE2A,0.6
AY6HFCSWZJ9WD,0.9
AY9ZVK32I1P1L,1.0
AYJGJAIY0EXW,1.0
AYJGQBBK6KXZ7,0.686
AZBZBTTME3HAI,0.6
